鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
板橋區,建物,新北市板橋區華東街301~330號,0.0,住,,,1091218,土地0建物1車位0,六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980119,75.46000000000001,2,1,1,有,有,有,16200,215,,0.0,0,此物件加入新北市政府社會住宅包租代管計畫，評定市價租金為18095元，代租代管方案打九折為16200元，以16200元為簽約租賃契約租金 撤銷原申報書序號C1FA11001080025C3FA11002080020,RPOQMLTJLHGGFAF18EC
土城區,房地(土地+建物),新北市土城區延和路250巷1~30號,27.68,住,,,1100201,土地1建物1車位0,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830617,74.25,2,2,1,有,有,有,16000,215,,0.0,0,,RPRSMLTJLHGGFAF68EC
土城區,房地(土地+建物),新北市土城區學府路一段91~120號,0.0,住,,,1100128,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0810727,98.99,0,0,0,無,有,有,18000,182,,0.0,0,只租2樓室內空間撤銷原申報書序號C1FA11002010022,RPSSMLTJLHGGFAF78EC
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段1~30號,22.49,住,,,1100223,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,135.33,2,1,1,有,有,有,20000,148,坡道平面,31.66,0,,RPPOMLKKLHGGFEF47CC
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段151~180號,31.77,住,,,1100310,土地1建物1車位2,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624,200.32,3,2,2,有,有,有,30000,150,坡道平面,42.5,0,,RPXPMLKKLHGGFEF38CC
永和區,建物,新北市永和區得和路31~60號,0.0,住,,,1100223,土地0建物1車位0,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840706,40.11,1,1,1,有,有,無,13600,339,,0.0,0,,RPWOMLKKLHGGFHF48CC
中和區,建物,新北市中和區捷運路1~30號,0.0,其他,,,1100224,土地0建物1車位0,九層,19,辦公商業大樓,一般事務所,鋼骨鋼筋混凝土構造,1000415,84.12,0,0,0,無,無,無,20000,238,,0.0,0,,RPOPMLKKLHGGFHF77CC
永和區,建物,新北市永和區民權路36巷1~30號,0.0,住,,,1100226,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870821,120.15,3,2,2,有,有,無,28000,233,,0.0,0,,RPPPMLKKLHGGFHF87CC
中和區,建物,新北市中和區中正路211巷36弄1~30號,0.0,住,,,1100228,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0970528,89.18,2,1,1,有,有,無,26200,294,,0.0,0,有機車位*1,RPQPMLKKLHGGFHF97CC
中和區,建物,新北市中和區忠孝街2巷1~30號,0.0,住,,,1100303,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970312,128.32,3,2,2,有,有,無,27359,213,,0.0,0,有機車位*1,RPSPMLKKLHGGFHF18CC
中和區,房地(土地+建物)+車位,新北市中和區中原二街121~150號,26.89,住,,,1100303,土地1建物1車位1,十六層,23,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1021025,154.53,2,1,1,有,無,無,33000,214,坡道平面,37.14,0,有機車位*1,RPUPMLKKLHGGFHF38CC
中和區,建物,新北市中和區中興街135巷1~30號,0.0,住,,,1100301,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,0681008,82.39,0,0,0,無,無,無,19000,231,,0.0,0,,RPQQMLKKLHGGFHF08CC
中和區,建物,新北市中和區景平路278巷14弄1~30號,0.0,住,,,1100307,土地0建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,0580619,111.88,0,0,0,無,無,無,28000,250,,0.0,0,,RPRQMLKKLHGGFHF18CC
永和區,建物,新北市永和區安樂路144巷1~30號,0.0,住,,,1100307,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,133.38,3,2,2,有,有,無,34000,255,,0.0,0,,RPSQMLKKLHGGFHF28CC
中和區,建物,新北市中和區中安街178巷13弄1~30號,0.0,住,,,1100307,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860129,97.38,3,2,1,有,無,無,26000,267,,0.0,0,,RPUQMLKKLHGGFHF48CC
新店區,建物,新北市新店區中央路151~180號,0.0,其他,,,1100310,土地0建物1車位0,二十七層,29,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,46.849999999999994,1,1,1,有,有,有,15677,335,,0.0,0,,RPSNMLKKLHGGFCF47CC
三重區,建物,新北市三重區永福街211巷16弄1~30號,0.0,住,,,1100221,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691009,89.0,2,1,1,有,無,有,17000,191,,0.0,0,,RPOPMLKKLHGGFGF67CC
五股區,建物,新北市五股區五福路61~90號,0.0,其他,,,1100223,土地0建物1車位0,十一層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851129,38.349999999999994,1,1,1,有,有,有,11600,302,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為12992，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額11600。,RPRNMLKKLHGGFBF27CC
新莊區,建物,新北市新莊區建安街92巷1~30號,0.0,住,,,1100223,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810826,90.0,3,2,1,有,有,有,17000,189,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為18918，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額17000。管理費另收300元。,RPUNMLKKLHGGFBF57CC
泰山區,建物,新北市泰山區仁德61~90號,0.0,住,,,1100224,土地0建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911219,126.47,3,2,2,有,無,有,19500,161,坡道平面,24.04,3000,國家住宅及都市更新中心辦理社會住宅包租代管地2期計畫,RPSRMLKKLHGGFBF77CC
汐止區,車位,新北市汐止區大同路三段601~630號,6.83,住,,,1100215,土地0建物0車位1,,,其他,,,,21.35,0,0,0,有,有,無,2000,,坡道機械,21.35,2000,,RPPNMLKKLHGGFDF27CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,5.35,住,,,1100215,土地1建物1車位0,二十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880201,48.55,1,1,1,有,有,有,10000,206,,0.0,0,含管理費每坪50元,RPQNMLKKLHGGFDF37CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,5.38,住,,,1100217,土地1建物1車位0,十七層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880201,46.1,1,1,1,有,有,有,9000,195,,0.0,0,含管理費每坪50元,RPRNMLKKLHGGFDF47CC
汐止區,車位,新北市汐止區大同路三段601~630號,4.23,住,,,1100212,土地0建物0車位1,,,其他,,,,21.35,0,0,0,有,有,無,2200,,坡道機械,21.35,2200,,RPSNMLKKLHGGFDF57CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,3.91,住,,,1100227,土地1建物1車位0,六層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.47,1,1,1,有,有,有,11000,265,,0.0,0,含管理費每坪50元,RPTNMLKKLHGGFDF67CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,3.91,住,,,1100307,土地1建物1車位0,十二層,33,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.99,1,1,1,有,有,有,11000,262,,0.0,0,含管理費每坪50元,RPUNMLKKLHGGFDF77CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,4.03,住,,,1100309,土地1建物1車位0,五層,33,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,41.99,1,1,1,有,有,有,9000,214,,0.0,0,含管理費每坪50元,RPVNMLKKLHGGFDF87CC
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,8.53,住,,,1100226,土地1建物1車位0,二十八層,33,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,91.25999999999999,2,1,1,有,有,有,16000,175,,0.0,0,含管理費每坪50元,RPWNMLKKLHGGFDF97CC
汐止區,車位,新北市汐止區大同路三段601~630號,12.63,住,,,1100217,土地0建物0車位1,,,其他,,,,42.69,0,0,0,有,有,無,4800,,坡道平面,42.69,4800,,RPXNMLKKLHGGFDF08CC
汐止區,房地(土地+建物),新北市汐止區忠孝東路271~300號,63.0,住,,,1100305,土地1建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0630105,123.05,0,0,0,無,無,無,30000,244,,0.0,0,含管理費、稅金或水電等費用。；,RPSOMLKKLHGGFDF67CC
板橋區,建物,新北市板橋區重慶路346巷1~30號,0.0,商,,,1100226,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080604,119.67000000000002,3,2,2,有,有,有,20200,169,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金為35005，因新北市計劃租金上限為22500，選擇代租方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額20200。管理費另收1800元。,RPQNMLKKLHGGFAF07CC
