編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLSJLHGGFBM66CC,1,29.75,見其他登記事項,鋼筋混凝土造,108年12月3日,四層,
RPXNMLKKLHGGFAM48CC,8,173.15,人行道、住宅、樓梯間,鋼筋混凝土造,102年1月23日,三層,
