鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
屏東巿,房地(土地+建物),屏東縣屏東市廣勝路181~210號,72.54,住,,,1100209,土地3建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,1040506,59.0,0,0,0,無,無,無,20000,339,,0.0,0,,RPQNMLMJLHGGFAT58CC
屏東巿,房地(土地+建物),屏東縣屏東市高原一街1~30號,107.0,住,,,1100205,土地1建物1車位0,二層,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,0940113,121.56,1,1,2,有,無,無,10000,82,,0.0,0,,RPTOMLPJLHGGFAT66CC
屏東巿,房地(土地+建物),屏東縣屏東市高原一街1~30號,107.0,住,,,1100205,土地1建物0車位0,全,2,透天厝,見其他登記事項,鋼筋混凝土造,0940113,102.4,4,0,2,有,無,無,12000,117,,0.0,0,,RPUOMLPJLHGGFAT76CC
東港鎮,房地(土地+建物),屏東縣東港鎮沿海路1~30號,80.75,其他,,,1100308,土地1建物0車位0,全,4,透天厝,店舖、住宅,鋼筋混凝土造,0941020,206.43,4,3,5,有,無,無,18000,87,,0.0,0,,RPROMLKKLHGGFDT98CC
