鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
竹北市,建物,新竹縣竹北市勝利八街一段211~240號,0.0,商,,,1100226,土地0建物1車位0,十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050608,85.31,2,2,1,有,有,有,16200,190,,0.0,0,,RPXOMLOJLHGGFBJ68CC
新豐鄉,建物,新竹縣新豐鄉忠孝路1~30號,0.0,住,,,1100226,土地0建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0870102,27.47,1,0,1,有,無,有,7000,255,,0.0,0,此為分租套房，房號203，第二層共分成3間，陽台總面積占4分之1，一間平均面積約27.47平方公尺,RPXNMLOJLHGGFDJ78CC
湖口鄉,建物,新竹縣湖口鄉榮光一路151~180號,0.0,,鄉村區,乙種建築用地,1100303,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040821,20.27,1,0,1,有,有,有,5000,247,,0.0,0,續租。此為分租套房，房號201，第二層共分成3間，陽台總面積占9分之1，一間平均面積約20.27平方公尺,RPOOMLOJLHGGFDJ97CC
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山路二段50巷1~30號,26.72,住,,,1100227,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831216,155.33,3,2,2,有,有,有,12000,77,坡道平面,0.0,0,,RPSNMLPJLHGGFDJ48DC
新豐鄉,建物,新竹縣新豐鄉學府街72巷1~30號,0.0,住,,,1100220,土地0建物1車位1,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061020,83.74,2,2,1,有,有,有,15000,179,坡道機械,10.44,0,租金含管理費。,RPRNMLSJLHGGFDJ58CC
竹北市,建物,新竹縣竹北市中正西路1532巷202弄1~30號,0.0,,特定農業區,甲種建築用地,1100304,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010501,95.03999999999999,2,2,2,有,有,有,14000,147,,0.0,0,,RPTNMLSJLHGGFBJ58CC
