鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鹿港鎮,土地,鹿工段31~60地號,19619.99,,工業區,丁種建築用地,1100218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,500000,25,,0.0,0,租金調漲：第1年至第5年止，每月總計伍拾萬元整（含稅）第6年至第10年止，每月總計陸拾伍萬元整（含稅）第11年至第15年止，每月總計捌拾萬元整（含稅）。租賃期間含免租金裝潢期。,RPWNMLOJLHGGFCN98CC
二林鎮,房地(土地+建物),彰化縣二林鎮仁愛路631~660號,89.34,住,,,1100306,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0860224,44.84,1,2,1,有,無,有,13200,294,,0.0,0,,RPRNMLSJLHGGFGN66CC
二林鎮,房地(土地+建物),彰化縣二林鎮仁愛路631~660號,89.34,住,,,1100306,土地1建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0860224,44.84,1,2,1,有,無,有,13200,294,,0.0,0,,RPSNMLSJLHGGFGN76CC
福興鄉,房地(土地+建物),彰化縣福興鄉番花路一段1~30號,2700.0,,特定農業區,農牧用地,1100310,土地1建物1車位0,一層,2,店面(店鋪),農業用,加強磚造,0720803,76.95,0,0,0,無,無,無,10000,130,,0.0,0,,RPUNMLKKLHGGFCN48CC
