交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
房地(土地+建物)+車位,新竹縣湖口鄉明德街229巷1~30號,1071018,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),24,123.53999999999999,3,2,2,有,有,4200000,33997,0,071
房地(土地+建物)+車位,明德街229巷1~30號,1100118,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),26,123.53999999999999,3,2,2,有,有,4500000,36425,0,071
房地(土地+建物),新竹縣湖口鄉中平路一段89巷1~30號,1011121,土地1建物1車位0,全,四層,透天厝,1,199.26,4,2,4,有,無,7150000,35883,0,072
房地(土地+建物),中平路一段89巷1~30號,1100221,土地1建物1車位0,全,四層,透天厝,9,199.26,4,2,4,有,無,8600000,43160,0,072
建物,新竹縣湖口鄉蘭州街271~300號,1060730,土地0建物1車位0,全,四層,透天厝,-1,106.88,6,2,6,有,無,500000,4678,0,073
房地(土地+建物),蘭州街271~300號,1100130,土地1建物1車位0,全,四層,透天厝,-1,213.76,4,2,4,有,無,6400000,29940,0,073
房地(土地+建物)+車位,新竹縣竹東鎮二重里光明路126巷65弄1~30號,1041109,土地2建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),0,203.18,4,2,2,有,有,8270000,40705,1670000,074
房地(土地+建物)+車位,光明路126巷65弄1~30號,1091109,土地2建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),5,203.18,3,2,2,有,有,10750000,52911,0,074
土地,嘉樂段31~60地號,1040503,土地5建物0車位0,,,其他,0,0.0,0,0,0,有,無,25500000,925,0,075
土地,嘉樂段31~60地號,1100203,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,25250000,915,0,075
房地(土地+建物)+車位,新竹縣湖口鄉明德街97巷50弄1~30號,1060710,土地3建物1車位1,三層,五層,華廈(10層含以下有電梯),1,124.01,3,2,2,有,有,5830000,47012,0,076
房地(土地+建物)+車位,明德街97巷50弄1~30號,1100210,土地3建物1車位1,三層,五層,華廈(10層含以下有電梯),4,124.01,3,2,2,有,有,6100000,49190,0,076
房地(土地+建物),新竹縣湖口鄉德和路76巷1~30號,1061121,土地1建物1車位0,六層,八層,套房(1房1廳1衛),13,30.32,1,0,1,有,有,800000,26385,0,077
