鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
通霄鎮,土地,雲天段721~750地號,218.91,,鄉村區,乙種建築用地,1100323,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2150000,9821,,0.0,0,,RPVNMLQJMHGGFCK78DA,0.0,0.0,0.0,無,
苑裡鎮,土地,鎮安段1021~1050地號,1010.54,,特定農業區,農牧用地,1100316,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2751195,2722,,0.0,0,,RPROMLQJMHGGFCK48DA,0.0,0.0,0.0,無,
苑裡鎮,土地,苑港段1141~1170地號,246.0,,特定農業區,甲種建築用地,1100327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,9756,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJMHGGFCK28DA,0.0,0.0,0.0,無,
通霄鎮,土地,內湖島段271~300地號,237.04,,一般農業區,丙種建築用地,1100328,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,687600,2901,,0.0,0,,RPUNMLRJMHGGFCK78DA,0.0,0.0,0.0,無,
通霄鎮,房地(土地+建物),平安里13鄰中正路241~270號,12.77,都市：其他:住宅區,,,1100313,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850701,104.39,4,2,2,有,有,2000000,19159,,0.0,0,,RPRNMLSJMHGGFCK58DA,80.26,0.0,11.64,有,057
苑裡鎮,房地(土地+建物),上里3鄰上31~60號,116.67,,特定農業區,甲種建築用地,1091107,土地2建物1車位0,全,三層,透天厝,住宅、樓梯間,鋼筋混凝土造,1100111,150.54,4,3,3,有,無,7180000,47695,,0.0,0,,RPQNMLKMLHGGFCK87DA,144.82,0.0,5.72,無,
苑裡鎮,房地(土地+建物),上里3鄰上31~60號,115.79,,特定農業區,甲種建築用地,1100303,土地2建物1車位0,全,三層,透天厝,住宅、樓梯間,鋼筋混凝土造,1100111,150.54,4,3,3,有,無,7180000,47695,,0.0,0,,RPRNMLKMLHGGFCK97DA,144.82,0.0,5.72,無,
苑裡鎮,房地(土地+建物),上里3鄰上31~60號,129.05,,特定農業區,甲種建築用地,1090418,土地2建物1車位0,全,三層,透天厝,住宅、樓梯間,鋼筋混凝土造,1100111,150.54,4,3,3,有,無,7380000,49024,,0.0,0,,RPSNMLKMLHGGFCK08DA,144.82,0.0,5.72,無,
竹南鎮,房地(土地+建物),大埔里2鄰科專八路1~30號,140.39,都市：其他:第一種住宅區,,,1100310,土地1建物1車位0,全,三層,透天厝,住宅、停車空間,鋼筋混凝土造,1040825,286.76,5,3,5,有,無,17500000,61027,,0.0,0,,RPWNMLTKLHGGFDK66DA,0.0,0.0,0.0,有,058
竹南鎮,土地,龍鳳西段241~270地號,206.0,都市：其他:住宅區,,,1091216,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12463000,60500,,0.0,0,,RPPNMLLLLHGGFDK87DA,0.0,0.0,0.0,無,
後龍鎮,房地(土地+建物)+車位,北龍里11鄰中華路31~60號,22.22,都市：其他:住宅區,,,1081210,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091210,87.87,2,2,1,有,無,3800000,42714,其他,8.27,400000,預售屋、或土地及建物分次登記案件；,RPPNMLMJMHGGFDK87DA,55.16,0.0,6.25,有,
後龍鎮,房地(土地+建物)+車位,北龍里11鄰中華路31~60號,22.73,都市：其他:住宅區,,,1081225,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091210,89.73,2,2,1,有,無,3980000,43948,其他,8.27,400000,預售屋、或土地及建物分次登記案件；,RPQNMLMJMHGGFDK97DA,56.6,0.0,6.25,有,
後龍鎮,房地(土地+建物)+車位,北龍里11鄰中華路31~60號,22.86,都市：其他:住宅區,,,1081127,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091210,89.22,2,2,1,有,無,3850000,42619,其他,8.27,400000,預售屋、或土地及建物分次登記案件；,RPRNMLMJMHGGFDK08DA,56.93,0.0,5.31,有,
後龍鎮,房地(土地+建物),北龍里11鄰中華路31~60號,21.61,都市：其他:住宅區,,,1090727,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091210,74.53999999999999,2,2,1,有,無,3580000,48028,,0.0,0,預售屋、或土地及建物分次登記案件；,RPSNMLMJMHGGFDK18DA,53.82,0.0,3.04,有,
後龍鎮,房地(土地+建物)+車位,北龍里11鄰中華路31~60號,22.22,都市：其他:住宅區,,,1080902,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091210,87.87,2,2,1,有,無,3720000,41709,其他,8.27,400000,預售屋、或土地及建物分次登記案件；,RPTNMLMJMHGGFDK28DA,55.16,0.0,6.25,有,
造橋鄉,房地(土地+建物),談文村5鄰育英三街1~30號,20.44,,山坡地保育區,丙種建築用地,1100326,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0930513,27.369999999999997,1,1,1,有,有,450000,16441,,0.0,0,陽台外推；,RPRNMLKMLHGGFDK08DA,18.29,0.82,2.0,無,
銅鑼鄉,房地(土地+建物),中正路181~210號,55.33,都市：其他:住宅區,,,1090304,土地2建物1車位0,全,一層,透天厝,住商用,木造,,25.67,1,1,1,有,無,2200000,85703,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJLHGGFEK08DA,25.67,0.0,0.0,無,059
