編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUNMLKKLHGGFCN48CC,38,76.95,農業用,加強磚造,72年8月3日,二層,
RPSNMLSJLHGGFGN76CC,24,44.84,住商用,鋼筋混凝土造,86年2月24日,四層,
RPRNMLSJLHGGFGN66CC,24,44.84,住商用,鋼筋混凝土造,86年2月24日,四層,
